Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-19 15:10:05,2022-04-19 15:11:08,1m - 3.614s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-19 15:10:05,2022-04-19 15:10:30,24.635s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-19 15:10:06,2022-04-19 15:10:06,0.078s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-19 15:10:06,2022-04-19 15:10:06,0.005s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-19 15:10:06,2022-04-19 15:10:21,14.650s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-19 15:10:21,2022-04-19 15:10:21,0.520s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-19 15:10:21,2022-04-19 15:10:22,0.979s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-19 15:10:22,2022-04-19 15:10:23,0.876s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-19 15:10:23,2022-04-19 15:10:24,0.575s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-19 15:10:24,2022-04-19 15:10:24,0.548s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-19 15:10:24,2022-04-19 15:10:25,0.607s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-19 15:10:25,2022-04-19 15:10:25,0.003s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Firefox 98.0,,,2022-04-19 15:10:25,2022-04-19 15:10:26,1.087s,PASSED
"comment(""Then he should be able to login successfully"")",Firefox 98.0,,,2022-04-19 15:10:26,2022-04-19 15:10:26,0.004s,PASSED
"landingPage = verifyElementPresent(findTestObject(""Page_CuraAppointment/div_Appointment""), G_Timeout)",Firefox 98.0,,,2022-04-19 15:10:26,2022-04-19 15:10:27,0.431s,PASSED
closeBrowser(),Firefox 98.0,,,2022-04-19 15:10:27,2022-04-19 15:10:27,0.930s,PASSED
Start listener action : terminateRunningWebDrivers,Firefox 98.0,,,2022-04-19 15:10:27,2022-04-19 15:10:28,0.087s,PASSED
Video,Firefox 98.0,,,2022-04-19 15:10:30,2022-04-19 15:10:30,0.000s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment_With TestOps Vision,Firefox 98.0,"Verify if users can book an appointment sucessfully.
Pre-condition: Users have already logged in

Steps:
- Fill in appoinment's information
- Click on appointment's button

Expected results:
Appointment Confirmation page is displayed",,2022-04-19 15:10:30,2022-04-19 15:11:08,38.659s,PASSED
"comment(""Story: Book an appointment"")",Firefox 98.0,,,2022-04-19 15:10:31,2022-04-19 15:10:31,0.007s,PASSED
"comment(""Given that the user has logged into their account"")",Firefox 98.0,,,2022-04-19 15:10:31,2022-04-19 15:10:31,0.013s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-19 15:10:31,2022-04-19 15:10:41,10.453s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-19 15:10:41,2022-04-19 15:10:42,0.493s,PASSED
"callTestCase(findTestCase(""Common Test Cases/Login""), [""Username"":""John Doe"", ""Password"":""ThisIsNotAPassword""], STOP_ON_FAILURE)",Firefox 98.0,,,2022-04-19 15:10:42,2022-04-19 15:10:46,4.316s,PASSED
"comment(""And Appointment page is displayed"")",Firefox 98.0,,,2022-04-19 15:10:46,2022-04-19 15:10:46,0.004s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog Origin"", AppointmentDialogObject)",Firefox 98.0,,,2022-04-19 15:10:46,2022-04-19 15:10:47,0.889s,PASSED
"selectOptionByLabel(findTestObject(""Page_CuraAppointment/lst_Facility""), ""Hongkong CURA Healthcare Center"", false)",Firefox 98.0,,,2022-04-19 15:10:47,2022-04-19 15:10:48,0.965s,PASSED
"takeElementScreenshotAsCheckpoint(""Facilty"", FacilityObject)",Firefox 98.0,,,2022-04-19 15:10:48,2022-04-19 15:10:48,0.482s,PASSED
"check(findTestObject(""Page_CuraAppointment/chk_Medicaid""))",Firefox 98.0,,,2022-04-19 15:10:48,2022-04-19 15:10:49,0.561s,PASSED
"takeElementScreenshotAsCheckpoint(""Medicare"", MedicareChoicesObject)",Firefox 98.0,,,2022-04-19 15:10:49,2022-04-19 15:10:49,0.507s,PASSED
"check(findTestObject(""Page_CuraAppointment/chk_Readmission""))",Firefox 98.0,,,2022-04-19 15:10:49,2022-04-19 15:10:50,0.501s,PASSED
"setText(findTestObject(""Page_CuraAppointment/txt_VisitDate""), ""27/12/2016"")",Firefox 98.0,,,2022-04-19 15:10:50,2022-04-19 15:10:51,1.061s,PASSED
click(CommentLabelObject),Firefox 98.0,,,2022-04-19 15:10:51,2022-04-19 15:10:52,0.673s,PASSED
"takeElementScreenshotAsCheckpoint(""Visit Date"", DateObject)",Firefox 98.0,,,2022-04-19 15:10:52,2022-04-19 15:10:52,0.500s,PASSED
"setText(findTestObject(""Page_CuraAppointment/txt_Comment""), ""Please make appointment as soon as possible."")",Firefox 98.0,,,2022-04-19 15:10:52,2022-04-19 15:10:53,0.663s,PASSED
"comment(""When he fills in valid information in Appointment page"")",Firefox 98.0,,,2022-04-19 15:10:53,2022-04-19 15:10:53,0.003s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog With Data"", AppointmentDialogObject)",Firefox 98.0,,,2022-04-19 15:10:53,2022-04-19 15:10:54,1.064s,PASSED
"click(findTestObject(""Page_CuraAppointment/btn_BookAppointment""))",Firefox 98.0,,,2022-04-19 15:10:54,2022-04-19 15:10:54,0.718s,PASSED
"takeFullPageScreenshotAsCheckpoint(""Review Appoitment"")",Firefox 98.0,,,2022-04-19 15:10:54,2022-04-19 15:11:03,8.303s,PASSED
"verifyTextPresent(""Appointment Confirmation"", false)",Firefox 98.0,,,2022-04-19 15:11:03,2022-04-19 15:11:03,0.416s,PASSED
"comment(""Then he should be able to book a new appointment"")",Firefox 98.0,,,2022-04-19 15:11:03,2022-04-19 15:11:03,0.004s,PASSED
"verifyMatch(""Hongkong CURA Healthcare Center"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Facility"")), false)",Firefox 98.0,,,2022-04-19 15:11:03,2022-04-19 15:11:04,0.349s,PASSED
"verifyMatch(""Yes"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_HospitalReadmission"")), false)",Firefox 98.0,,,2022-04-19 15:11:04,2022-04-19 15:11:04,0.313s,PASSED
"verifyMatch(""Medicaid"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Program"")), false)",Firefox 98.0,,,2022-04-19 15:11:04,2022-04-19 15:11:04,0.354s,PASSED
"verifyMatch(""27/12/2016"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_VisitDate"")), false)",Firefox 98.0,,,2022-04-19 15:11:04,2022-04-19 15:11:05,0.298s,PASSED
"verifyMatch(""Please make appointment as soon as possible."", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Comment"")), false)",Firefox 98.0,,,2022-04-19 15:11:05,2022-04-19 15:11:05,0.313s,PASSED
closeBrowser(),Firefox 98.0,,,2022-04-19 15:11:05,2022-04-19 15:11:06,1.301s,PASSED
Start listener action : terminateRunningWebDrivers,Firefox 98.0,,,2022-04-19 15:11:06,2022-04-19 15:11:06,0.082s,PASSED
Video,Firefox 98.0,,,2022-04-19 15:11:08,2022-04-19 15:11:08,0.001s,PASSED
