Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-14 11:15:01,2022-04-14 11:16:08,1m - 6.999s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-14 11:15:01,2022-04-14 11:15:30,28.295s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-14 11:15:03,2022-04-14 11:15:03,0.125s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-14 11:15:03,2022-04-14 11:15:03,0.005s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-14 11:15:03,2022-04-14 11:15:20,17.085s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-14 11:15:20,2022-04-14 11:15:20,0.343s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-14 11:15:20,2022-04-14 11:15:21,0.826s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-14 11:15:21,2022-04-14 11:15:22,1.258s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-14 11:15:22,2022-04-14 11:15:23,0.578s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-14 11:15:23,2022-04-14 11:15:23,0.558s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-14 11:15:23,2022-04-14 11:15:24,1.157s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-14 11:15:24,2022-04-14 11:15:24,0.010s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Firefox 98.0,,,2022-04-14 11:15:24,2022-04-14 11:15:26,1.121s,PASSED
"comment(""Then he should be able to login successfully"")",Firefox 98.0,,,2022-04-14 11:15:26,2022-04-14 11:15:26,0.007s,PASSED
"landingPage = verifyElementPresent(findTestObject(""Page_CuraAppointment/div_Appointment""), G_Timeout)",Firefox 98.0,,,2022-04-14 11:15:26,2022-04-14 11:15:26,0.492s,PASSED
closeBrowser(),Firefox 98.0,,,2022-04-14 11:15:26,2022-04-14 11:15:27,1.281s,PASSED
Start listener action : terminateRunningWebDrivers,Firefox 98.0,,,2022-04-14 11:15:27,2022-04-14 11:15:27,0.088s,PASSED
Video,Firefox 98.0,,,2022-04-14 11:15:30,2022-04-14 11:15:30,0.002s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment_With TestOps Vision,Firefox 98.0,"Verify if users can book an appointment sucessfully.
Pre-condition: Users have already logged in

Steps:
- Fill in appoinment's information
- Click on appointment's button

Expected results:
Appointment Confirmation page is displayed",,2022-04-14 11:15:30,2022-04-14 11:16:08,37.977s,PASSED
"comment(""Story: Book an appointment"")",Firefox 98.0,,,2022-04-14 11:15:31,2022-04-14 11:15:31,0.004s,PASSED
"comment(""Given that the user has logged into their account"")",Firefox 98.0,,,2022-04-14 11:15:31,2022-04-14 11:15:31,0.004s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-14 11:15:31,2022-04-14 11:15:42,10.693s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-14 11:15:42,2022-04-14 11:15:43,0.647s,PASSED
"callTestCase(findTestCase(""Common Test Cases/Login""), [""Username"":""John Doe"", ""Password"":""ThisIsNotAPassword""], STOP_ON_FAILURE)",Firefox 98.0,,,2022-04-14 11:15:43,2022-04-14 11:15:47,4.385s,PASSED
"comment(""And Appointment page is displayed"")",Firefox 98.0,,,2022-04-14 11:15:47,2022-04-14 11:15:47,0.006s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog Origin"", AppointmentDialogObject)",Firefox 98.0,,,2022-04-14 11:15:47,2022-04-14 11:15:48,0.774s,PASSED
"selectOptionByLabel(findTestObject(""Page_CuraAppointment/lst_Facility""), ""Hongkong CURA Healthcare Center"", false)",Firefox 98.0,,,2022-04-14 11:15:48,2022-04-14 11:15:49,0.901s,PASSED
