Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,,,,2022-04-19 14:55:55,2022-04-19 14:56:03,8.096s,FAILED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-19 14:55:56,2022-04-19 14:56:00,4.709s,FAILED
"comment(""Story: Login to CURA system"")",,,,2022-04-19 14:55:57,2022-04-19 14:55:57,0.199s,PASSED
"comment(""Given that the user has the valid login information"")",,,,2022-04-19 14:55:57,2022-04-19 14:55:57,0.008s,PASSED
openBrowser(G_SiteURL),,,,2022-04-19 14:55:57,2022-04-19 14:55:58,1.051s,FAILED
Start listener action : terminateRunningWebDrivers,,,,2022-04-19 14:55:58,2022-04-19 14:55:58,0.141s,PASSED
Video,,,,2022-04-19 14:56:00,2022-04-19 14:56:00,0.001s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment_With TestOps Vision,,"Verify if users can book an appointment sucessfully.
Pre-condition: Users have already logged in

Steps:
- Fill in appoinment's information
- Click on appointment's button

Expected results:
Appointment Confirmation page is displayed",,2022-04-19 14:56:00,2022-04-19 14:56:03,2.986s,FAILED
"comment(""Story: Book an appointment"")",,,,2022-04-19 14:56:01,2022-04-19 14:56:01,0.004s,PASSED
"comment(""Given that the user has logged into their account"")",,,,2022-04-19 14:56:01,2022-04-19 14:56:01,0.006s,PASSED
openBrowser(G_SiteURL),,,,2022-04-19 14:56:01,2022-04-19 14:56:01,0.019s,FAILED
Start listener action : terminateRunningWebDrivers,,,,2022-04-19 14:56:01,2022-04-19 14:56:01,0.091s,PASSED
Video,,,,2022-04-19 14:56:03,2022-04-19 14:56:03,0.001s,PASSED
