Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-07 15:41:51,2022-04-07 15:42:41,50.545s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-07 15:41:51,2022-04-07 15:42:12,20.712s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-07 15:41:52,2022-04-07 15:41:52,0.066s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-07 15:41:52,2022-04-07 15:41:52,0.006s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-07 15:41:52,2022-04-07 15:42:03,11.415s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-07 15:42:03,2022-04-07 15:42:04,0.500s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-07 15:42:04,2022-04-07 15:42:05,0.881s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-07 15:42:05,2022-04-07 15:42:06,1.095s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-07 15:42:06,2022-04-07 15:42:06,0.586s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-07 15:42:06,2022-04-07 15:42:07,0.528s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-07 15:42:07,2022-04-07 15:42:07,0.542s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-07 15:42:07,2022-04-07 15:42:07,0.004s,PASSED
