Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-07 17:07:48,2022-04-07 17:08:37,49.388s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-07 17:07:48,2022-04-07 17:08:07,19.389s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-07 17:07:49,2022-04-07 17:07:49,0.113s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-07 17:07:49,2022-04-07 17:07:49,0.008s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-07 17:07:49,2022-04-07 17:07:59,9.758s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-07 17:07:59,2022-04-07 17:07:59,0.522s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-07 17:07:59,2022-04-07 17:08:00,0.794s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-07 17:08:00,2022-04-07 17:08:01,0.945s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-07 17:08:01,2022-04-07 17:08:02,0.563s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-07 17:08:02,2022-04-07 17:08:02,0.556s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-07 17:08:02,2022-04-07 17:08:03,0.715s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-07 17:08:03,2022-04-07 17:08:03,0.003s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Firefox 98.0,,,2022-04-07 17:08:03,2022-04-07 17:08:04,0.959s,PASSED
"comment(""Then he should be able to login successfully"")",Firefox 98.0,,,2022-04-07 17:08:04,2022-04-07 17:08:04,0.004s,PASSED
"landingPage = verifyElementPresent(findTestObject(""Page_CuraAppointment/div_Appointment""), G_Timeout)",Firefox 98.0,,,2022-04-07 17:08:04,2022-04-07 17:08:04,0.483s,PASSED
closeBrowser(),Firefox 98.0,,,2022-04-07 17:08:04,2022-04-07 17:08:05,0.818s,PASSED
Start listener action : terminateRunningWebDrivers,Firefox 98.0,,,2022-04-07 17:08:05,2022-04-07 17:08:05,0.079s,PASSED
Video,Firefox 98.0,,,2022-04-07 17:08:07,2022-04-07 17:08:07,0.001s,PASSED
,,,,,,,
