Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Edge Chromium 100,,,2022-04-19 15:14:31,2022-04-19 15:15:23,52.644s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Edge Chromium 100,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-19 15:14:31,2022-04-19 15:14:53,22.020s,PASSED
"comment(""Story: Login to CURA system"")",Edge Chromium 100,,,2022-04-19 15:14:33,2022-04-19 15:14:33,0.100s,PASSED
"comment(""Given that the user has the valid login information"")",Edge Chromium 100,,,2022-04-19 15:14:33,2022-04-19 15:14:33,0.005s,PASSED
openBrowser(G_SiteURL),Edge Chromium 100,,,2022-04-19 15:14:33,2022-04-19 15:14:43,10.079s,PASSED
maximizeWindow(),Edge Chromium 100,,,2022-04-19 15:14:43,2022-04-19 15:14:44,0.531s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Edge Chromium 100,,,2022-04-19 15:14:44,2022-04-19 15:14:44,0.741s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Edge Chromium 100,,,2022-04-19 15:14:44,2022-04-19 15:14:46,2.009s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Edge Chromium 100,,,2022-04-19 15:14:46,2022-04-19 15:14:47,0.701s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Edge Chromium 100,,,2022-04-19 15:14:47,2022-04-19 15:14:47,0.248s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Edge Chromium 100,,,2022-04-19 15:14:47,2022-04-19 15:14:48,1.158s,PASSED
"comment(""When he logins to CURA system"")",Edge Chromium 100,,,2022-04-19 15:14:48,2022-04-19 15:14:48,0.006s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Edge Chromium 100,,,2022-04-19 15:14:48,2022-04-19 15:14:49,0.775s,PASSED
"comment(""Then he should be able to login successfully"")",Edge Chromium 100,,,2022-04-19 15:14:49,2022-04-19 15:14:49,0.004s,PASSED
