Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-21 17:24:57,2022-04-21 17:25:59,1m - 2.014s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-21 17:24:58,2022-04-21 17:25:17,19.587s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-21 17:24:59,2022-04-21 17:24:59,0.127s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-21 17:24:59,2022-04-21 17:24:59,0.007s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-21 17:24:59,2022-04-21 17:25:09,9.766s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-21 17:25:09,2022-04-21 17:25:09,0.514s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-21 17:25:09,2022-04-21 17:25:10,1.118s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-21 17:25:10,2022-04-21 17:25:11,0.803s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-21 17:25:11,2022-04-21 17:25:12,0.582s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-21 17:25:12,2022-04-21 17:25:12,0.572s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-21 17:25:12,2022-04-21 17:25:13,0.593s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-21 17:25:13,2022-04-21 17:25:13,0.003s,PASSED
