Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-19 15:30:28,2022-04-19 15:31:32,1m - 4.058s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-19 15:30:28,2022-04-19 15:30:55,26.678s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-19 15:30:30,2022-04-19 15:30:30,0.210s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-19 15:30:30,2022-04-19 15:30:30,0.067s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-19 15:30:30,2022-04-19 15:30:45,14.836s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-19 15:30:45,2022-04-19 15:30:46,0.515s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-19 15:30:46,2022-04-19 15:30:47,0.959s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-19 15:30:47,2022-04-19 15:30:48,1.422s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-19 15:30:48,2022-04-19 15:30:49,0.591s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-19 15:30:49,2022-04-19 15:30:49,0.581s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-19 15:30:49,2022-04-19 15:30:50,0.696s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-19 15:30:50,2022-04-19 15:30:50,0.003s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Firefox 98.0,,,2022-04-19 15:30:50,2022-04-19 15:30:51,1.069s,PASSED
"comment(""Then he should be able to login successfully"")",Firefox 98.0,,,2022-04-19 15:30:51,2022-04-19 15:30:51,0.005s,PASSED
"landingPage = verifyElementPresent(findTestObject(""Page_CuraAppointment/div_Appointment""), G_Timeout)",Firefox 98.0,,,2022-04-19 15:30:51,2022-04-19 15:30:52,0.399s,PASSED
closeBrowser(),Firefox 98.0,,,2022-04-19 15:30:52,2022-04-19 15:30:53,1.386s,PASSED
Start listener action : terminateRunningWebDrivers,Firefox 98.0,,,2022-04-19 15:30:53,2022-04-19 15:30:53,0.104s,PASSED
Video,Firefox 98.0,,,2022-04-19 15:30:55,2022-04-19 15:30:55,0.002s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment_With TestOps Vision,Firefox 98.0,"Verify if users can book an appointment sucessfully.
Pre-condition: Users have already logged in

Steps:
- Fill in appoinment's information
- Click on appointment's button

Expected results:
Appointment Confirmation page is displayed",,2022-04-19 15:30:55,2022-04-19 15:31:32,36.944s,PASSED
"comment(""Story: Book an appointment"")",Firefox 98.0,,,2022-04-19 15:30:57,2022-04-19 15:30:57,0.005s,PASSED
"comment(""Given that the user has logged into their account"")",Firefox 98.0,,,2022-04-19 15:30:57,2022-04-19 15:30:57,0.007s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-19 15:30:57,2022-04-19 15:31:08,11.620s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-19 15:31:08,2022-04-19 15:31:09,0.512s,PASSED
"callTestCase(findTestCase(""Common Test Cases/Login""), [""Username"":""John Doe"", ""Password"":""ThisIsNotAPassword""], STOP_ON_FAILURE)",Firefox 98.0,,,2022-04-19 15:31:09,2022-04-19 15:31:13,3.945s,PASSED
