Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-19 13:38:28,2022-04-19 13:39:27,58.530s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-19 13:38:28,2022-04-19 13:38:51,22.518s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-19 13:38:30,2022-04-19 13:38:30,0.085s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-19 13:38:30,2022-04-19 13:38:30,0.005s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-19 13:38:30,2022-04-19 13:38:42,12.257s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-19 13:38:42,2022-04-19 13:38:42,0.493s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-19 13:38:42,2022-04-19 13:38:43,0.845s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-19 13:38:43,2022-04-19 13:38:45,1.446s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-19 13:38:45,2022-04-19 13:38:45,0.575s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-19 13:38:45,2022-04-19 13:38:46,0.562s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-19 13:38:46,2022-04-19 13:38:47,0.693s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-19 13:38:47,2022-04-19 13:38:47,0.004s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Firefox 98.0,,,2022-04-19 13:38:47,2022-04-19 13:38:47,0.932s,PASSED
"comment(""Then he should be able to login successfully"")",Firefox 98.0,,,2022-04-19 13:38:47,2022-04-19 13:38:47,0.004s,PASSED
"landingPage = verifyElementPresent(findTestObject(""Page_CuraAppointment/div_Appointment""), G_Timeout)",Firefox 98.0,,,2022-04-19 13:38:47,2022-04-19 13:38:48,0.402s,PASSED
closeBrowser(),Firefox 98.0,,,2022-04-19 13:38:48,2022-04-19 13:38:49,0.912s,PASSED
Start listener action : terminateRunningWebDrivers,Firefox 98.0,,,2022-04-19 13:38:49,2022-04-19 13:38:49,0.098s,PASSED
Video,Firefox 98.0,,,2022-04-19 13:38:51,2022-04-19 13:38:51,0.001s,PASSED
,,,,,,,
