Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-07 17:01:16,2022-04-07 17:02:08,52.749s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-07 17:01:16,2022-04-07 17:01:37,21.198s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-07 17:01:17,2022-04-07 17:01:17,0.098s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-07 17:01:17,2022-04-07 17:01:17,0.006s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-07 17:01:17,2022-04-07 17:01:28,11.182s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-07 17:01:28,2022-04-07 17:01:29,0.537s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-07 17:01:29,2022-04-07 17:01:30,0.740s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-07 17:01:30,2022-04-07 17:01:31,1.076s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-07 17:01:31,2022-04-07 17:01:31,0.574s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-07 17:01:31,2022-04-07 17:01:32,0.545s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-07 17:01:32,2022-04-07 17:01:33,0.653s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-07 17:01:33,2022-04-07 17:01:33,0.003s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Firefox 98.0,,,2022-04-07 17:01:33,2022-04-07 17:01:34,0.990s,PASSED
"comment(""Then he should be able to login successfully"")",Firefox 98.0,,,2022-04-07 17:01:34,2022-04-07 17:01:34,0.003s,PASSED
