Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Chrome 100.0.4896.75,,,2022-04-07 13:51:04,2022-04-07 13:52:23,1m - 19.279s,FAILED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Chrome 100.0.4896.75,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-07 13:51:05,2022-04-07 13:52:07,1m - 1.477s,FAILED
"comment(""Story: Login to CURA system"")",Chrome 100.0.4896.75,,,2022-04-07 13:51:09,2022-04-07 13:51:09,0.590s,PASSED
"comment(""Given that the user has the valid login information"")",Chrome 100.0.4896.75,,,2022-04-07 13:51:09,2022-04-07 13:51:09,0.066s,PASSED
openBrowser(G_SiteURL),Chrome 100.0.4896.75,,,2022-04-07 13:51:09,2022-04-07 13:51:51,41.485s,PASSED
maximizeWindow(),Chrome 100.0.4896.75,,,2022-04-07 13:51:51,2022-04-07 13:51:51,0.416s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Chrome 100.0.4896.75,,,2022-04-07 13:51:51,2022-04-07 13:51:53,2.077s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Chrome 100.0.4896.75,,,2022-04-07 13:51:53,2022-04-07 13:51:57,4.242s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Chrome 100.0.4896.75,,,2022-04-07 13:51:57,2022-04-07 13:52:00,2.340s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Chrome 100.0.4896.75,,,2022-04-07 13:52:00,2022-04-07 13:52:04,4.217s,FAILED
Start listener action : terminateRunningWebDrivers,Chrome 100.0.4896.75,,,2022-04-07 13:52:04,2022-04-07 13:52:04,0.200s,PASSED
Video,Chrome 100.0.4896.75,,,2022-04-07 13:52:07,2022-04-07 13:52:07,0.002s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment_With TestOps Vision,Chrome 100.0.4896.75,"Verify if users can book an appointment sucessfully.
Pre-condition: Users have already logged in

Steps:
- Fill in appoinment's information
- Click on appointment's button

Expected results:
Appointment Confirmation page is displayed",,2022-04-07 13:52:07,2022-04-07 13:52:23,15.980s,FAILED
"comment(""Story: Book an appointment"")",Chrome 100.0.4896.75,,,2022-04-07 13:52:17,2022-04-07 13:52:17,0.046s,PASSED
"comment(""Given that the user has logged into their account"")",Chrome 100.0.4896.75,,,2022-04-07 13:52:17,2022-04-07 13:52:17,0.005s,PASSED
openBrowser(G_SiteURL),Chrome 100.0.4896.75,,,2022-04-07 13:52:17,2022-04-07 13:52:21,4.180s,FAILED
Start listener action : terminateRunningWebDrivers,Chrome 100.0.4896.75,,,2022-04-07 13:52:21,2022-04-07 13:52:21,0.124s,PASSED
Video,Chrome 100.0.4896.75,,,2022-04-07 13:52:23,2022-04-07 13:52:23,0.002s,PASSED
