Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Firefox 98.0,,,2022-04-07 16:09:31,2022-04-07 16:10:22,50.769s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Firefox 98.0,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-07 16:09:32,2022-04-07 16:09:51,19.734s,PASSED
"comment(""Story: Login to CURA system"")",Firefox 98.0,,,2022-04-07 16:09:33,2022-04-07 16:09:33,0.109s,PASSED
"comment(""Given that the user has the valid login information"")",Firefox 98.0,,,2022-04-07 16:09:33,2022-04-07 16:09:33,0.005s,PASSED
openBrowser(G_SiteURL),Firefox 98.0,,,2022-04-07 16:09:33,2022-04-07 16:09:43,10.082s,PASSED
maximizeWindow(),Firefox 98.0,,,2022-04-07 16:09:43,2022-04-07 16:09:43,0.515s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Firefox 98.0,,,2022-04-07 16:09:43,2022-04-07 16:09:44,0.835s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Firefox 98.0,,,2022-04-07 16:09:44,2022-04-07 16:09:45,0.832s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Firefox 98.0,,,2022-04-07 16:09:45,2022-04-07 16:09:46,0.557s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Firefox 98.0,,,2022-04-07 16:09:46,2022-04-07 16:09:46,0.546s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Firefox 98.0,,,2022-04-07 16:09:46,2022-04-07 16:09:47,0.633s,PASSED
"comment(""When he logins to CURA system"")",Firefox 98.0,,,2022-04-07 16:09:47,2022-04-07 16:09:47,0.003s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Firefox 98.0,,,2022-04-07 16:09:47,2022-04-07 16:09:48,1.013s,PASSED
"comment(""Then he should be able to login successfully"")",Firefox 98.0,,,2022-04-07 16:09:48,2022-04-07 16:09:48,0.003s,PASSED
