Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_RegressionTest_With TestOps Vision,Chrome 100.0.4896.75,,,2022-04-07 15:11:50,2022-04-07 15:13:01,1m - 11.390s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login_With TestOps Vision,Chrome 100.0.4896.75,"Verify if users can login successful. 

Steps:
- Click on 'Book Appointment' button to login
- Input username and password
- Click on 'Login' button

Expected result:
'Appointment' section is displayed after successful login",,2022-04-07 15:11:50,2022-04-07 15:12:15,25.317s,PASSED
"comment(""Story: Login to CURA system"")",Chrome 100.0.4896.75,,,2022-04-07 15:11:52,2022-04-07 15:11:52,0.128s,PASSED
"comment(""Given that the user has the valid login information"")",Chrome 100.0.4896.75,,,2022-04-07 15:11:52,2022-04-07 15:11:52,0.006s,PASSED
openBrowser(G_SiteURL),Chrome 100.0.4896.75,,,2022-04-07 15:11:52,2022-04-07 15:12:03,11.064s,PASSED
maximizeWindow(),Chrome 100.0.4896.75,,,2022-04-07 15:12:03,2022-04-07 15:12:04,0.622s,PASSED
"click(findTestObject(""Page_CuraHomepage/btn_MakeAppointment""))",Chrome 100.0.4896.75,,,2022-04-07 15:12:04,2022-04-07 15:12:05,1.116s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog Origin"", LoginObject)",Chrome 100.0.4896.75,,,2022-04-07 15:12:05,2022-04-07 15:12:07,2.505s,PASSED
"setText(findTestObject(""Page_Login/txt_UserName""), Username)",Chrome 100.0.4896.75,,,2022-04-07 15:12:07,2022-04-07 15:12:08,1.184s,PASSED
"setText(findTestObject(""Page_Login/txt_Password""), Password)",Chrome 100.0.4896.75,,,2022-04-07 15:12:08,2022-04-07 15:12:09,0.843s,PASSED
"takeElementScreenshotAsCheckpoint(""Login Dialog With Data"", LoginObject)",Chrome 100.0.4896.75,,,2022-04-07 15:12:09,2022-04-07 15:12:10,1.023s,PASSED
"comment(""When he logins to CURA system"")",Chrome 100.0.4896.75,,,2022-04-07 15:12:10,2022-04-07 15:12:10,0.025s,PASSED
"click(findTestObject(""Page_Login/btn_Login""))",Chrome 100.0.4896.75,,,2022-04-07 15:12:10,2022-04-07 15:12:11,1.068s,PASSED
"comment(""Then he should be able to login successfully"")",Chrome 100.0.4896.75,,,2022-04-07 15:12:11,2022-04-07 15:12:11,0.004s,PASSED
"landingPage = verifyElementPresent(findTestObject(""Page_CuraAppointment/div_Appointment""), G_Timeout)",Chrome 100.0.4896.75,,,2022-04-07 15:12:11,2022-04-07 15:12:12,0.348s,PASSED
